Time(s),Degrees of Rotation
0.0,0.032958984375
0.1,0.02471923828125
0.2,0.04119873046875
0.3,0.032958984375
0.4,0.032958984375
0.5,0.032958984375
0.6,0.032958984375
0.7,0.032958984375
0.8,0.032958984375
0.9,0.04119873046875
1.0,0.04119873046875
1.1,0.04119873046875
1.2,0.02471923828125
1.3,0.032958984375
1.4,0.02471923828125
1.5,0.032958984375
1.6,0.032958984375
1.7,0.04119873046875
1.8,0.032958984375
1.9,0.032958984375
2.0,0.032958984375
2.1,0.04119873046875
2.2,0.032958984375
2.3,0.032958984375
2.4,0.032958984375
2.5,0.04119873046875
2.6,0.06591796875
2.7,65.9674072265625
2.8,90.11810302734375
2.9,90.142822265625
3.0,90.24169921875
3.1,90.63720703125
3.2,90.63720703125
3.3,90.56304931640625
3.4,90.67840576171875
3.5,90.38177490234375
3.6,90.64544677734375
3.7,90.61248779296875
3.8,90.6207275390625
3.9,90.6866455078125
4.0,90.5712890625
4.1,90.33233642578125
4.2,90.274658203125
4.3,90.340576171875
4.4,90.31585693359375
4.5,90.17578125
4.6,90.20050048828125
4.7,90.21697998046875
4.8,83.9794921875
4.9,2.57080078125
5.0,0.032958984375
5.1,0.04119873046875
5.2,0.032958984375
5.3,0.032958984375
5.4,0.04119873046875
5.5,0.032958984375
5.6,0.04119873046875
5.7,0.032958984375
5.8,0.032958984375
5.9,0.032958984375
6.0,0.032958984375
6.1,0.032958984375
6.2,0.04119873046875
6.3,0.04119873046875
6.4,0.032958984375
6.5,0.032958984375
6.6,0.032958984375
6.7,0.04119873046875
6.8,0.032958984375
6.9,0.0494384765625
7.0,73.32550048828125
7.1,90.38177490234375
7.2,90.39825439453125
7.3,90.472412109375
7.4,90.06866455078125
7.5,90.49713134765625
7.6,90.604248046875
7.7,90.5712890625
7.8,90.43121337890625
7.9,90.84320068359375
8.0,90.7855224609375
8.1,90.87615966796875
8.2,90.51361083984375
8.3,90.53009033203125
8.4,90.51361083984375
8.5,67.27752685546875
8.6,0.04119873046875
8.7,0.032958984375
8.8,0.04119873046875
8.9,0.032958984375
9.0,0.032958984375
9.1,0.02471923828125
9.2,0.032958984375
9.3,0.032958984375
9.4,0.02471923828125
9.5,0.032958984375
9.6,0.032958984375
9.7,0.032958984375
9.8,0.04119873046875
9.9,31.61590576171875
10.0,89.96978759765625
10.1,90.340576171875
10.2,90.43121337890625
10.3,90.406494140625
10.4,90.8843994140625
10.5,90.6866455078125
10.6,90.8843994140625
10.7,90.85968017578125
10.8,90.90911865234375
10.9,90.867919921875
11.0,90.7196044921875
11.1,90.84320068359375
