Time(s),Volts
0.85,-0.00075
0.85,-0.00075
0.86,-0.0005
0.86,-0.0005
0.86,-0.0005
0.87,-0.0005
0.87,-0.000625
0.88,-0.0005
0.88,-0.0005
0.88,-0.000625
0.89,-0.000625
0.89,-0.000375
0.90,-0.000625
0.90,-0.000625
0.90,-0.000375
0.91,-0.000375
0.91,-0.0005
0.92,-0.0005
0.92,-0.0005
0.92,-0.0005
0.93,-0.0005
0.93,-0.0005
0.94,-0.000625
0.94,-0.000625
0.94,-0.0005
0.95,-0.0005
0.95,-0.0005
0.96,-0.0005
0.96,-0.000625
0.96,-0.0005
0.97,-0.0005
0.97,-0.00075
0.98,-0.00075
0.98,-0.00025
0.98,-0.00075
0.99,-0.00075
0.99,-0.000375
1.00,-0.000375
1.00,-0.000625
1.00,-0.0005
1.01,-0.0005
1.01,-0.000625
1.02,-0.000625
1.02,-0.0005
1.02,-0.000375
1.03,-0.000375
1.03,-0.0005
1.04,-0.0005
1.04,-0.000375
1.04,-0.000375
1.05,-0.00075
1.05,-0.000375
1.06,-0.000375
1.06,-0.00075
1.06,-0.00075
1.07,-0.000375
1.07,-0.000625
1.08,-0.000625
1.08,-0.0005
1.08,-0.0005
1.09,-0.000625
1.09,-0.0005
1.10,-0.0005
1.10,-0.0005
1.10,-0.0005
1.11,-0.000625
1.11,-0.0005
1.12,-0.0005
1.12,-0.000625
1.12,-0.000625
1.13,-0.00025
1.13,-0.00025
1.14,-0.00075
1.14,-0.000375
1.14,-0.000375
1.15,-0.0005
1.15,-0.0005
1.16,-0.0005
1.16,-0.0005
1.16,-0.0005
1.17,-0.0005
1.17,-0.0005
1.18,-0.0005
1.18,-0.000625
1.18,-0.000625
1.19,-0.000375
1.19,-0.000375
1.20,-0.00075
1.20,-0.00025
1.20,-0.00025
1.21,-0.0005
1.21,-0.0005
1.22,-0.000375
1.22,-0.0005
1.22,-0.0005
1.23,-0.000375
1.23,-0.000375
1.24,-0.000625
1.24,-0.0005
1.24,-0.0005
1.25,-0.000375
1.25,-0.000375
1.26,-0.0005
1.26,-0.0005
1.26,-0.0005
1.27,-0.000625
1.27,-0.000625
1.28,-0.000375
1.28,-0.000375
1.28,-0.0005
1.29,-0.000375
1.29,-0.000375
1.30,-0.000625
1.30,-0.000625
1.30,-0.000375
1.31,-0.00075
1.31,-0.00075
1.32,-0.000625
1.32,-0.000625
1.32,-0.000625
1.33,-0.000625
1.33,-0.000625
1.34,-0.0005
1.34,-0.0005
1.34,-0.000625
1.35,-0.0005
1.35,-0.0005
1.36,-0.000625
1.36,-0.000625
1.36,-0.000375
1.37,-0.000375
1.37,-0.00075
1.38,-0.0005
1.38,-0.0005
1.38,-0.000625
1.39,-0.000625
1.39,-0.0005
1.40,-0.0005
1.40,-0.0005
1.40,-0.0005
1.41,-0.0005
1.41,-0.0005
1.42,-0.0005
1.42,-0.0005
1.42,-0.0005
1.43,-0.0005
1.43,-0.000625
1.44,-0.000375
1.44,-0.000375
1.44,-0.0005
1.45,-0.0005
1.45,-0.0005
1.46,-0.0005
1.46,-0.000625
1.46,-0.0005
1.47,-0.0005
1.47,-0.000625
1.48,-0.000625
1.48,-0.0005
1.48,-0.00075
1.49,-0.00075
1.49,-0.00075
1.50,-0.00075
1.50,-0.0011250000000000001
1.50,-0.0011250000000000001
1.51,-0.0011250000000000001
1.51,-0.0016250000000000001
1.52,-0.0016250000000000001
1.52,-0.000875
1.52,-0.000875
1.53,-0.001875
1.53,-0.0015
1.54,-0.0015
1.54,-0.00075
1.54,-0.00075
1.55,-0.0011250000000000001
1.55,-0.0025
1.56,-0.0025
1.56,-0.00575
1.56,-0.00575
1.57,-0.00825
1.57,-0.008375
1.58,-0.008375
1.58,-0.008375
1.58,-0.008375
1.59,-0.00875
1.59,-0.008625
1.60,-0.008625
1.60,-0.00725
1.60,-0.00725
1.61,-0.008375
1.61,-0.009625
1.62,-0.009625
1.62,-0.009875
1.62,-0.009875
1.63,-0.01
1.63,-0.01
1.64,-0.009875
1.64,-0.0095
1.64,-0.0095
1.65,-0.008875000000000001
1.65,-0.008875000000000001
1.66,-0.006500000000000001
1.66,-0.006625
1.66,-0.006625
1.67,-0.006875
1.67,-0.006875
1.68,-0.006875
1.68,-0.007
1.68,-0.007
1.69,-0.0075
1.69,-0.0075
1.70,-0.007125
1.70,-0.005625
1.70,-0.005625
1.71,-0.006125
1.71,-0.006125
1.72,-0.00675
1.72,-0.00675
1.72,-0.006500000000000001
1.73,-0.00625
1.73,-0.00625
1.74,-0.006125
1.74,-0.006125
1.74,-0.006125
1.75,-0.00575
1.75,-0.00575
1.76,-0.0053750000000000004
1.76,-0.0053750000000000004
1.76,-0.004375
1.77,-0.004375
1.77,-0.004375
1.78,-0.0045000000000000005
1.78,-0.0045000000000000005
1.78,-0.00475
1.79,-0.005125
1.79,-0.005125
1.80,-0.00275
1.80,-0.00275
1.80,-0.000875
1.81,-0.000875
1.81,-0.000625
1.82,-0.000625
1.82,-0.000625
1.82,-0.0005
1.83,-0.0005
1.83,-0.0005
1.84,-0.000625
1.84,-0.000625
1.84,-0.0005
1.85,-0.0005
1.85,-0.0005
1.86,-0.000625
1.86,-0.000625
1.86,-0.0005
1.87,-0.0005
1.87,-0.000625
1.88,-0.0005
1.88,-0.0005
1.88,-0.000375
1.89,-0.000375
1.89,-0.0005
1.90,-0.0005
1.90,-0.000625
1.90,-0.000625
1.91,-0.000625
1.91,-0.0005
1.92,-0.0005
1.92,-0.0005
1.92,-0.0005
1.93,-0.0005
1.93,-0.0005
1.94,-0.0005
1.94,-0.0005
1.94,-0.000625
1.95,-0.000625
1.95,-0.0005
1.96,-0.0005
1.96,-0.0005
1.96,-0.0005
1.97,-0.0005
1.97,-0.0005
1.98,-0.0005
1.98,-0.0005
1.98,-0.0005
1.99,-0.0005
1.99,-0.000625
2.00,-0.000625
2.00,-0.0005
2.00,-0.0005
2.01,-0.000625
2.01,-0.0005
2.02,-0.0005
2.02,-0.0005
2.02,-0.0005
2.03,-0.0005
2.03,-0.0005
2.04,-0.0005
2.04,-0.000625
2.04,-0.000625
2.05,-0.000625
2.05,-0.000375
2.06,-0.000375
2.06,-0.0005
2.06,-0.0005
2.07,-0.000625
2.07,-0.00025
2.08,-0.00025
2.08,-0.000625
2.08,-0.000625
2.09,-0.0005
2.09,-0.0005
2.10,-0.000375
2.10,-0.0005
2.10,-0.0005
2.11,-0.000375
2.11,-0.000375
2.12,-0.000625
2.12,-0.000125
2.12,-0.000125
2.13,-0.000375
2.13,0.000625
2.14,0.000625
2.14,0.002
2.14,0.0005
2.15,0.0005
2.15,0.001875
2.16,0.001875
2.16,-0.000375
2.16,-0.000375
2.17,-0.000375
2.17,-0.000375
2.18,-0.000125
2.18,-0.000125
2.18,0.000125
2.19,0.000125
2.19,0.000875
2.20,0.00125
2.20,0.00125
2.20,0.002125
2.21,0.002125
2.21,0.002375
2.22,0.0032500000000000003
2.22,0.0032500000000000003
2.22,0.003875
2.23,0.003875
2.23,0.00525
2.24,0.00675
2.24,0.00675
2.24,0.007625
2.25,0.007625
2.25,0.0085
2.26,0.00875
2.26,0.00875
2.26,0.0085
2.27,0.0085
2.27,0.007875
2.28,0.007875
2.28,0.007875
2.28,0.00725
2.29,0.00725
2.29,0.0073750000000000005
2.30,0.0073750000000000005
2.30,0.007125
2.30,0.01625
2.31,0.01625
2.31,0.00825
2.32,0.00825
2.32,0.009000000000000001
2.32,0.00925
2.33,0.00925
2.33,0.00975
2.34,0.00975
2.34,0.010750000000000001
2.34,0.01025
2.35,0.01025
2.35,0.01
2.36,0.01
2.36,0.0095
2.36,0.009625
2.37,0.009625
2.37,0.0095
2.38,0.0095
2.38,0.01025
2.38,0.01025
2.39,0.00425
2.39,-0.000375
2.40,-0.000375
2.40,-0.0005
2.40,-0.0005
2.41,-0.0005
2.41,-0.000375
2.42,-0.000375
2.42,-0.0005
2.42,-0.0005
2.43,-0.000375
2.43,-0.000625
2.44,-0.000625
2.44,-0.000375
2.44,-0.000375
2.45,-0.0005
2.45,-0.000375
2.46,-0.000375
2.46,-0.000625
2.46,-0.000625
2.47,-0.0005
2.47,-0.0005
2.48,-0.0005
2.48,-0.0005
2.48,-0.0005
2.49,-0.000375
2.49,-0.000625
2.50,-0.000625
2.50,-0.000375
2.50,-0.000375
2.51,-0.000625
2.51,-0.000375
2.52,-0.000375
2.52,-0.00075
2.52,-0.00075
2.53,-0.000375
2.53,-0.000375
2.54,-0.000625
2.54,-0.0005
2.54,-0.0005
2.55,-0.000375
2.55,-0.000375
2.56,-0.0005
2.56,-0.0005
2.56,-0.0005
2.57,-0.000625
2.57,-0.000625
2.58,-0.000375
2.58,-0.000625
2.58,-0.000625
2.59,-0.000375
2.59,-0.000375
2.60,-0.000625
2.60,-0.000375
2.60,-0.000375
2.61,-0.0005
2.61,-0.0005
2.62,-0.0005
2.62,-0.0005
2.62,-0.0005
2.63,-0.0005
2.63,-0.0005
2.64,-0.0005
2.64,-0.000625
2.64,-0.000625
2.65,-0.000375
2.65,-0.000375
2.66,-0.00075
2.66,-0.000375
2.66,-0.000375
2.67,-0.0005
2.67,-0.0005
2.68,-0.000625
2.68,-0.000625
2.68,-0.0005
2.69,-0.000625
2.69,-0.000625
2.70,-0.000625
2.70,-0.000625
2.70,-0.000625
2.71,-0.000625
2.71,-0.000625
2.72,-0.000625
2.72,-0.000625
2.72,-0.000625
2.73,-0.0005
2.73,-0.0005
2.74,-0.000625
2.74,-0.000625
2.74,-0.0005
2.75,-0.000625
2.75,-0.000625
2.76,-0.0005
2.76,-0.0005
2.76,-0.00075
2.77,-0.0011250000000000001
2.77,-0.0011250000000000001
2.78,-0.001
2.78,-0.001
2.78,-0.001
2.79,-0.0016250000000000001
2.79,-0.0016250000000000001
2.80,-0.0011250000000000001
2.80,-0.0011250000000000001
2.80,-0.0022500000000000003
2.81,-0.000875
2.81,-0.000875
2.82,-0.000875
2.82,-0.000875
2.82,-0.001875
2.83,-0.005625
2.83,-0.005625
2.84,-0.008125
2.84,-0.008125
2.84,-0.00875
2.85,-0.008375
2.85,-0.008375
2.86,-0.009000000000000001
2.86,-0.009000000000000001
2.86,-0.008875000000000001
2.87,-0.007625
2.87,-0.007625
2.88,-0.008625
2.88,-0.008625
2.88,-0.009875
2.89,-0.01025
2.89,-0.01025
2.90,-0.01025
2.90,-0.01025
2.90,-0.01
2.91,-0.01
2.91,-0.009625
2.92,-0.008625
2.92,-0.008625
2.92,-0.006500000000000001
2.93,-0.006500000000000001
2.93,-0.006875
2.94,-0.007
2.94,-0.007
2.94,-0.007125
2.95,-0.007125
2.95,-0.00725
2.96,-0.00725
2.96,-0.00725
2.96,-0.006500000000000001
2.97,-0.006500000000000001
2.97,-0.005625
2.98,-0.0063750000000000005
2.98,-0.0063750000000000005
2.98,-0.006875
2.99,-0.006875
2.99,-0.006625
3.00,-0.00625
3.00,-0.00625
3.00,-0.00625
3.01,-0.00625
3.01,-0.006125
3.02,-0.005875
3.02,-0.005875
3.02,-0.005
3.03,-0.005
3.03,-0.004375
3.04,-0.0045000000000000005
3.04,-0.0045000000000000005
3.04,-0.004625
3.05,-0.004625
3.05,-0.005
3.06,-0.00475
3.06,-0.00475
3.06,-0.000875
3.07,-0.000875
3.07,-0.00075
3.08,-0.00075
3.08,-0.00075
3.08,-0.000625
3.09,-0.000625
3.09,-0.00075
3.10,-0.00075
3.10,-0.000625
3.10,-0.000625
3.11,-0.000625
3.11,-0.0005
3.12,-0.0005
3.12,-0.000625
3.12,-0.0005
3.13,-0.0005
3.13,-0.000625
3.14,-0.000625
3.14,-0.000625
3.14,-0.000625
3.15,-0.000625
3.15,-0.0005
3.16,-0.0005
3.16,-0.0005
3.16,-0.000625
3.17,-0.000625
3.17,-0.000625
3.18,-0.000625
3.18,-0.0005
3.18,-0.0005
3.19,-0.0005
3.19,-0.000625
3.20,-0.000625
3.20,-0.000625
3.20,-0.0005
3.21,-0.0005
3.21,-0.0005
3.22,-0.0005
3.22,-0.000625
3.22,-0.000625
3.23,-0.000625
3.23,-0.0005
3.24,-0.0005
3.24,-0.0005
3.24,-0.0005
3.25,-0.0005
3.25,-0.0005
3.26,-0.0005
3.26,-0.0005
3.26,-0.0005
3.27,-0.0005
3.27,-0.0005
3.28,-0.0005
3.28,-0.000625
3.28,-0.000625
3.29,-0.000625
3.29,-0.000625
3.30,-0.000625
3.30,-0.0005
3.30,-0.0005
3.31,-0.000625
3.31,-0.000625
3.32,-0.000625
3.32,-0.000875
3.32,-0.000875
3.33,-0.000375
3.33,-0.000625
3.34,-0.000625
3.34,-0.000375
3.34,-0.000375
3.35,-0.00075
3.35,-0.0005
3.36,-0.0005
3.36,-0.000625
3.36,-0.000625
3.37,-0.000375
3.37,-0.000625
3.38,-0.000625
3.38,-0.000375
3.38,-0.000375
3.39,-0.0005
3.39,-0.00025
3.40,-0.00025
3.40,0.0
3.40,0.0
3.41,0.001
3.41,0.001
3.42,0.0015
3.42,0.0015
3.42,0.0015
3.43,0.000375
3.43,0.000375
3.44,-0.0005
3.44,-0.00025
3.44,-0.00025
3.45,-0.00025
3.45,-0.00025
3.46,0.0
3.46,0.00025
3.46,0.00025
3.47,0.0011250000000000001
3.47,0.0011250000000000001
3.48,0.00175
3.48,0.002125
3.48,0.002125
3.49,0.002875
3.49,0.002875
3.50,0.003375
3.50,0.004375
3.50,0.004375
3.51,0.005625
3.51,0.005625
3.52,0.0073750000000000005
3.52,0.007625
3.52,0.007625
3.53,0.008625
3.53,0.008625
3.54,0.0085
3.54,0.008
3.54,0.008
3.55,0.007875
3.55,0.007875
3.56,0.0075
3.56,0.007625
3.56,0.007625
3.57,0.00725
3.57,0.00725
3.58,0.009625
3.58,0.009625
3.58,0.008375
3.59,0.008875000000000001
3.59,0.008875000000000001
3.60,0.009125
3.60,0.009125
3.60,0.009625
3.61,0.014
3.61,0.014
3.62,0.0105
3.62,0.0105
3.62,0.0105
3.63,0.009875
3.63,0.009875
3.64,0.00975
3.64,0.00975
3.64,0.00925
3.65,0.009875
3.65,0.009875
3.66,0.00975
3.66,0.00975
3.66,0.0
3.67,-0.0005
3.67,-0.0005
3.68,-0.000375
3.68,-0.000375
3.68,-0.000625
3.69,-0.000375
3.69,-0.000375
3.70,-0.0005
3.70,-0.0005
3.70,-0.0005
3.71,-0.0005
3.71,-0.0005
3.72,-0.000625
3.72,-0.000625
3.72,-0.000375
3.73,-0.000625
3.73,-0.000625
3.74,-0.000375
3.74,-0.000375
3.74,-0.000625
3.75,-0.000375
3.75,-0.000375
3.76,-0.000625
3.76,-0.000625
3.76,-0.000375
3.77,-0.000375
3.77,-0.0005
3.78,-0.0005
3.78,-0.0005
3.78,-0.0005
3.79,-0.0005
3.79,-0.00075
3.80,-0.000375
3.80,-0.000375
3.80,-0.000625
3.81,-0.000625
3.81,-0.000375
3.82,-0.000625
3.82,-0.000625
3.82,-0.000375
3.83,-0.000375
3.83,-0.000625
3.84,-0.000375
3.84,-0.000375
3.84,-0.0005
3.85,-0.0005
3.85,-0.0005
3.86,-0.0005
3.86,-0.0005
3.86,-0.0005
3.87,-0.0005
3.87,-0.000375
3.88,-0.00075
3.88,-0.00075
3.88,-0.00025
3.89,-0.00025
3.89,-0.00075
3.90,-0.00025
3.90,-0.00025
3.90,-0.000625
3.91,-0.000625
3.91,-0.000375
3.92,-0.000625
3.92,-0.000625
3.92,-0.0005
3.93,-0.0005
3.93,-0.0005
3.94,-0.0005
3.94,-0.0005
3.94,-0.000625
3.95,-0.000625
3.95,-0.000875
3.96,-0.000875
3.96,-0.0005
3.96,-0.0005
3.97,-0.0005
3.97,-0.0005
3.98,-0.0005
3.98,-0.000625
3.98,-0.0005
3.99,-0.0005
3.99,-0.000625
4.00,-0.000625
4.00,-0.0005
4.00,-0.000625
4.01,-0.000625
4.01,-0.0005
4.02,-0.0005
4.02,-0.000625
4.02,-0.000625
4.03,-0.000625
4.03,-0.000625
4.04,-0.000625
4.04,-0.0005
4.04,-0.000625
4.05,-0.000625
4.05,-0.0005
4.06,-0.0005
4.06,-0.0011250000000000001
4.06,-0.0011250000000000001
4.07,-0.001
4.07,-0.0011250000000000001
4.08,-0.0011250000000000001
4.08,-0.00125
4.08,-0.00125
4.09,-0.001375
4.09,-0.001875
4.10,-0.001875
4.10,-0.000875
4.10,-0.000875
4.11,-0.0011250000000000001
4.11,-0.002625
4.12,-0.002625
4.12,-0.00625
4.12,-0.00625
4.13,-0.0085
4.13,-0.0085
4.14,-0.0085
4.14,-0.008375
4.14,-0.008375
4.15,-0.008875000000000001
4.15,-0.008625
4.16,-0.008625
4.16,-0.0075
4.16,-0.0075
4.17,-0.009000000000000001
4.17,-0.01
4.18,-0.01
4.18,-0.0105
4.18,-0.0105
4.19,-0.010125
4.19,-0.009875
4.20,-0.009875
4.20,-0.009625
4.20,-0.009625
4.21,-0.008
4.21,-0.00675
4.22,-0.00675
4.22,-0.007
4.22,-0.007125
4.23,-0.007125
4.23,-0.007
4.24,-0.007
4.24,-0.00725
4.24,-0.00725
4.25,-0.00725
4.25,-0.006
4.26,-0.006
4.26,-0.00575
4.26,-0.006625
4.27,-0.006625
4.27,-0.007
4.28,-0.007
4.28,-0.006500000000000001
4.28,-0.006500000000000001
4.29,-0.006
4.29,-0.006125
4.30,-0.006125
4.30,-0.006125
4.30,-0.006125
4.31,-0.005625
4.31,-0.00475
4.32,-0.00475
4.32,-0.004125
4.32,-0.004125
4.33,-0.004375
4.33,-0.00475
4.34,-0.00475
4.34,-0.005
4.34,-0.004
4.35,-0.004
4.35,-0.000625
4.36,-0.00075
4.36,-0.00075
4.36,-0.000875
4.37,-0.000875
4.37,-0.000375
4.38,-0.000625
4.38,-0.000625
4.38,-0.000625
4.39,-0.000625
4.39,-0.000625
4.40,-0.000625
4.40,-0.0005
4.40,-0.000625
4.41,-0.000625
4.41,-0.0005
4.42,-0.0005
4.42,-0.0005
4.42,-0.0005
4.43,-0.0005
4.43,-0.0005
4.44,-0.0005
4.44,-0.0005
4.44,-0.0005
4.45,-0.000625
4.45,-0.000625
4.46,-0.0005
4.46,-0.0005
4.46,-0.0005
4.47,-0.0005
4.47,-0.0005
4.48,-0.0005
4.48,-0.0005
4.48,-0.0005
4.49,-0.0005
4.49,-0.0005
4.50,-0.0005
4.50,-0.0005
4.50,-0.0005
4.51,-0.0005
4.51,-0.000625
4.52,-0.000625
4.52,-0.0005
4.52,-0.0005
4.53,-0.0005
4.53,-0.000625
4.54,-0.000625
4.54,-0.000375
4.54,-0.000875
4.55,-0.000875
4.55,-0.0005
4.56,-0.000625
4.56,-0.000625
4.56,-0.000625
4.57,-0.0005
4.57,-0.0005
4.58,-0.000625
4.58,-0.0005
4.58,-0.0005
4.59,-0.000625
4.59,-0.000625
4.60,-0.0005
4.60,-0.000375
4.60,-0.000375
4.61,-0.0005
4.61,-0.000375
4.62,-0.000375
4.62,-0.000625
4.62,-0.000375
4.63,-0.000375
4.63,-0.000625
4.64,-0.000375
4.64,-0.000375
4.64,-0.000625
4.65,-0.000625
4.65,-0.000375
4.66,-0.000375
4.66,-0.000375
4.66,-0.00025
4.67,-0.000125
4.67,-0.000125
4.68,0.0011250000000000001
4.68,0.00175
4.68,0.00175
4.69,0.0
4.69,0.0
4.70,0.00175
4.70,-0.0005
4.70,-0.0005
4.71,-0.000125
4.71,-0.000375
4.72,-0.000375
4.72,0.0
4.72,0.0
4.73,0.000125
4.73,0.000875
4.74,0.000875
4.74,0.002
4.74,0.002125
4.75,0.002125
4.75,0.002875
4.76,0.003125
4.76,0.003125
4.76,0.004
4.77,0.00525
4.77,0.00525
4.78,0.006625
4.78,0.006625
4.78,0.0073750000000000005
4.79,0.008375
4.79,0.008375
4.80,0.00875
4.80,0.008375
4.80,0.008375
4.81,0.00775
4.81,0.0073750000000000005
4.82,0.0073750000000000005
4.82,0.0073750000000000005
4.82,0.00725
4.83,0.00725
4.83,0.00775
4.84,0.00775
4.84,0.009125
4.84,0.008625
4.85,0.008625
4.85,0.009000000000000001
4.86,0.0095
4.86,0.0095
4.86,0.00975
4.87,0.015
4.87,0.015
4.88,0.010375
4.88,0.010375
4.88,0.009625
4.89,0.00975
4.89,0.00975
4.90,0.0095
4.90,0.009875
4.90,0.009875
4.91,0.010125
4.91,0.003
4.92,0.003
4.92,-0.00075
4.92,-0.00075
4.93,-0.000375
4.93,-0.00075
4.94,-0.00075
4.94,-0.0005
4.94,-0.0005
4.95,-0.0005
4.95,-0.0005
4.96,-0.0005
4.96,-0.0005
4.96,-0.000625
4.97,-0.000625
4.97,-0.0005
4.98,-0.000625
4.98,-0.000625
4.98,-0.00025
4.99,-0.0005
4.99,-0.0005
5.00,-0.0005
5.00,-0.000625
5.00,-0.000625
5.01,-0.0005
5.01,-0.0005
5.02,-0.0005
5.02,-0.0005
5.02,-0.0005
5.03,-0.000375
5.03,-0.000625
5.04,-0.000625
5.04,-0.000375
5.04,-0.000625
5.05,-0.000625
5.05,-0.000375
5.06,-0.000375
5.06,-0.000625
5.06,-0.000375
5.07,-0.000375
5.07,-0.0005
5.08,-0.000375
5.08,-0.000375
5.08,-0.000625
5.09,-0.0005
5.09,-0.0005
5.10,-0.0005
5.10,-0.0005
5.10,-0.0005
5.11,-0.0005
5.11,-0.0005
5.12,-0.000625
5.12,-0.000375
5.12,-0.000375
5.13,-0.00075
5.13,-0.0005
5.14,-0.0005
5.14,-0.000625
5.14,-0.000625
5.15,-0.00025
5.15,-0.000625
5.16,-0.000625
5.16,-0.0005
5.16,-0.0005
5.17,-0.0005
5.17,0.0025
5.18,-0.000625
5.18,-0.000625
5.18,-0.000625
5.19,-0.000625
5.19,-0.0005
5.20,-0.0005
5.20,-0.0005
5.20,-0.0005
5.21,-0.0005
5.21,-0.0005
5.22,-0.0005
5.22,-0.000625
5.22,-0.000625
5.23,-0.0005
5.23,-0.000625
5.24,-0.000625
5.24,-0.0005
5.24,-0.0005
5.25,-0.000625
5.25,-0.000375
5.26,-0.000375
5.26,-0.000625
5.26,-0.000625
5.27,-0.000625
5.27,-0.00125
5.28,-0.0011250000000000001
5.28,-0.0011250000000000001
5.28,-0.0015
5.29,-0.0015
5.29,-0.000875
5.30,-0.002375
5.30,-0.002375
5.30,-0.00075
5.31,-0.000875
5.31,-0.000875
5.32,-0.0015
5.32,-0.003875
5.32,-0.003875
5.33,-0.0075
5.33,-0.00875
5.34,-0.00875
5.34,-0.008375
5.34,-0.008375
5.35,-0.008625
5.35,-0.009125
5.36,-0.009125
5.36,-0.007875
5.36,-0.008125
5.37,-0.008125
5.37,-0.00975
5.38,-0.00975
5.38,-0.01025
5.38,-0.0105
5.39,-0.0105
5.39,-0.010125
5.40,-0.009875
5.40,-0.009875
5.40,-0.00925
5.41,-0.0045000000000000005
5.41,-0.0045000000000000005
5.42,-0.007
5.42,-0.007
5.42,-0.007
5.43,-0.007125
5.43,-0.007125
5.44,-0.007125
5.44,-0.00725
5.44,-0.00725
5.45,-0.007
5.45,-0.00575
5.46,-0.00575
5.46,-0.006125
5.46,-0.007
5.47,-0.007
5.47,-0.00675
5.48,-0.00675
5.48,-0.00625
5.48,-0.006
5.49,-0.006
5.49,-0.006125
5.50,-0.006
5.50,-0.006
5.50,-0.0055
5.51,-0.0045000000000000005
5.51,-0.0045000000000000005
5.52,-0.004375
5.52,-0.004375
5.52,-0.004625
5.53,-0.004875
5.53,-0.004875
5.54,-0.00525
5.54,-0.002
5.54,-0.002
5.55,-0.00075
5.55,-0.00075
5.56,-0.00075
5.56,-0.00075
5.56,-0.00075
