Time(s),Volts
5.51,-0.0005
5.52,-0.0005
5.52,-0.0005
5.52,-0.0005
5.53,-0.0005
5.53,-0.0005
5.54,-0.000625
5.54,-0.000625
5.54,-0.0005
5.55,-0.0005
5.55,-0.0005
5.56,-0.000375
5.56,-0.000375
5.56,-0.000375
5.57,-0.000625
5.57,-0.000625
5.58,-0.0005
5.58,-0.000375
5.58,-0.000375
5.59,-0.000625
5.59,-0.000375
5.60,-0.000375
5.60,-0.000625
5.60,-0.000375
5.61,-0.000375
5.61,-0.00075
5.62,-0.00075
5.62,-0.000375
5.62,-0.0005
5.63,-0.0005
5.63,-0.000375
5.64,-0.00025
5.64,-0.00025
5.64,-0.00025
5.65,-0.00025
5.65,0.000875
5.66,0.000875
5.66,0.0015
5.66,-0.00025
5.67,-0.00025
5.67,0.0
5.68,0.0
5.68,0.00175
5.68,-0.0005
5.69,-0.0005
5.69,-0.000125
5.70,-0.000125
5.70,-0.000375
5.70,-0.00025
5.71,-0.00025
5.71,-0.00025
5.72,-0.00025
5.72,0.0
5.72,0.0005
5.73,0.0005
5.73,0.000625
5.74,0.000625
5.74,0.00125
5.74,0.0011250000000000001
5.75,0.0011250000000000001
5.75,0.00175
5.76,0.00175
5.76,0.00175
5.76,0.002125
5.77,0.002125
5.77,0.002125
5.78,0.002125
5.78,0.0025
5.78,0.002875
5.79,0.002875
5.79,0.003625
5.80,0.003625
5.80,0.003875
5.80,0.004
5.81,0.004
5.81,0.0045000000000000005
5.82,0.0045000000000000005
5.82,0.004625
5.82,0.005125
5.83,0.005125
5.83,0.005
5.84,0.005
5.84,0.0053750000000000004
5.84,0.0053750000000000004
5.85,0.005125
5.85,0.0055
5.86,0.0055
5.86,0.0055
5.86,0.0055
5.87,0.005625
5.87,0.00575
5.88,0.00575
5.88,0.00575
5.88,0.00575
5.89,0.006
5.89,0.043875000000000004
5.90,0.043875000000000004
5.90,0.007
5.90,0.007
5.91,0.006875
5.91,0.00775
5.92,0.00775
5.92,0.007875
5.92,0.007875
5.93,0.008375
5.93,0.008375
5.94,0.00825
5.94,0.009125
5.94,0.009125
5.95,0.008625
5.95,0.008625
5.96,0.008
5.96,0.008
5.96,0.008
5.97,0.00775
5.97,0.00775
5.98,0.008125
5.98,0.008625
5.98,0.008625
5.99,0.007125
5.99,0.007125
6.00,-0.00075
6.00,-0.00075
6.00,-0.000375
6.01,-0.0005
6.01,-0.0005
6.02,-0.000375
6.02,-0.000375
6.02,-0.000375
6.03,-0.000375
6.03,-0.000375
6.04,-0.0005
6.04,-0.0005
6.04,-0.000625
6.05,-0.00025
6.05,-0.00025
6.06,-0.00075
6.06,-0.00075
6.06,-0.00025
6.07,-0.00025
6.07,-0.0005
6.08,-0.000375
6.08,-0.000375
6.08,-0.000625
6.09,-0.000625
6.09,-0.000375
6.10,-0.0005
6.10,-0.0005
6.10,-0.0005
6.11,-0.0005
6.11,-0.000375
6.12,-0.0005
6.12,-0.0005
6.12,-0.000375
6.13,-0.000375
6.13,-0.000625
6.14,-0.00025
6.14,-0.00025
6.14,-0.000625
6.15,-0.000625
6.15,-0.000375
6.16,-0.000375
6.16,-0.0005
6.16,-0.000375
6.17,-0.000375
6.17,-0.0005
6.18,-0.0005
6.18,-0.0005
6.18,-0.000375
6.19,-0.000375
6.19,-0.0005
6.20,-0.0005
6.20,-0.00025
6.20,-0.00075
6.21,-0.00075
6.21,-0.000375
6.22,-0.000375
6.22,-0.000625
6.22,-0.00025
6.23,-0.00025
6.23,-0.000625
6.24,-0.000625
6.24,-0.000375
6.24,-0.0005
6.25,-0.0005
6.25,0.004
6.26,0.004
6.26,-0.0005
6.26,-0.0005
6.27,-0.0005
6.27,-0.0005
6.28,-0.0005
6.28,-0.0005
6.28,-0.0005
6.29,-0.0005
6.29,-0.000625
6.30,-0.000625
6.30,-0.0005
6.30,-0.0005
6.31,-0.0005
6.31,-0.0005
6.32,-0.0005
6.32,-0.0005
6.32,-0.0005
6.33,-0.0005
6.33,-0.000625
6.34,-0.000625
6.34,-0.000625
6.34,-0.000625
6.35,-0.000625
6.35,-0.00125
6.36,-0.00125
6.36,-0.00075
6.36,-0.00075
6.37,-0.00125
6.37,-0.00125
6.38,-0.001
6.38,-0.000875
6.38,-0.000875
6.39,-0.00175
6.39,-0.00175
6.40,-0.0011250000000000001
6.40,-0.00075
6.40,-0.00075
6.41,-0.000875
6.41,-0.000875
6.42,-0.0016250000000000001
6.42,-0.003125
6.42,-0.003125
6.43,-0.004625
6.43,-0.004625
6.44,-0.005625
6.44,-0.006125
6.44,-0.006125
6.45,-0.006500000000000001
6.45,-0.0063750000000000005
6.46,-0.0063750000000000005
6.46,-0.006625
6.46,-0.006625
6.47,-0.006125
6.47,-0.006125
6.48,-0.005625
6.48,-0.005625
6.48,-0.00625
6.49,-0.007125
6.49,-0.007125
6.50,-0.0073750000000000005
6.50,-0.0073750000000000005
6.50,-0.0075
6.51,-0.007625
6.51,-0.007625
6.52,-0.0075
6.52,-0.0075
6.52,-0.0075
6.53,-0.007125
6.53,-0.007125
6.54,-0.006625
6.54,-0.005625
6.54,-0.005625
6.55,-0.004875
6.55,-0.004875
6.56,-0.005
6.56,-0.005
6.56,-0.005
6.57,-0.004875
6.57,-0.004875
6.58,-0.00475
6.58,-0.00475
6.58,-0.00475
6.59,-0.004875
6.59,-0.004875
6.60,-0.005
6.60,-0.005
6.60,-0.00475
6.61,-0.00425
6.61,-0.00425
6.62,-0.00375
6.62,-0.00375
6.62,-0.004
6.63,-0.004125
6.63,-0.004125
6.64,-0.004375
6.64,-0.004375
6.64,-0.004375
6.65,-0.004375
6.65,-0.004375
6.66,-0.004375
6.66,-0.004375
6.66,-0.004375
6.67,-0.00425
6.67,-0.00425
6.68,-0.00425
6.68,-0.004
6.68,-0.004
6.69,-0.004
6.69,-0.003875
6.70,-0.003875
6.70,-0.0035
6.70,-0.0035
6.71,-0.0032500000000000003
6.71,-0.003125
6.72,-0.003125
6.72,-0.0032500000000000003
6.72,-0.0032500000000000003
6.73,-0.003375
6.73,-0.003375
6.74,-0.003375
6.74,-0.003375
6.74,-0.003375
6.75,-0.003375
6.75,-0.0022500000000000003
6.76,-0.0022500000000000003
6.76,-0.00075
6.76,-0.00075
6.77,-0.000875
6.77,-0.000625
6.78,-0.000625
6.78,-0.0005
6.78,-0.0005
6.79,-0.0005
6.79,-0.0005
6.80,-0.0005
6.80,-0.0005
6.80,-0.0005
6.81,-0.0005
6.81,-0.0005
6.82,-0.0005
6.82,-0.0005
6.82,-0.0005
6.83,-0.0005
6.83,-0.0005
6.84,-0.0005
6.84,-0.0005
6.84,-0.0005
6.85,-0.0005
6.85,-0.0005
6.86,-0.0005
6.86,-0.0005
6.86,-0.0005
6.87,-0.0005
6.87,-0.0005
6.88,-0.0005
6.88,-0.0005
6.88,-0.0005
6.89,0.000375
6.89,0.000375
6.90,-0.000625
6.90,-0.000375
6.90,-0.000375
6.91,-0.000625
6.91,-0.000625
6.92,-0.000375
6.92,-0.0005
6.92,-0.0005
6.93,-0.0005
6.93,-0.0005
6.94,-0.0005
6.94,-0.0005
6.94,-0.0005
6.95,-0.000375
6.95,-0.000375
6.96,-0.000625
6.96,-0.000125
6.96,-0.000125
6.97,-0.0005
6.97,-0.0005
6.98,-0.00025
6.98,-0.000125
6.98,-0.000125
6.99,0.001875
6.99,0.001875
7.00,0.000125
7.00,-0.000125
7.00,-0.000125
7.01,0.001375
7.01,0.001375
7.02,0.000125
7.02,-0.000125
7.02,-0.000125
7.03,-0.000375
7.03,-0.000375
7.04,-0.00025
7.04,-0.000375
7.04,-0.000375
7.05,0.0
7.05,0.0
7.06,0.000125
7.06,0.0005
7.06,0.0005
7.07,0.000875
7.07,0.000875
7.08,0.0011250000000000001
7.08,0.001375
7.08,0.001375
7.09,0.0016250000000000001
7.09,0.002
7.10,0.002
7.10,0.002
7.10,0.002
7.11,0.0025
7.11,0.0025
7.12,0.0025
7.12,0.0032500000000000003
7.12,0.0032500000000000003
7.13,0.0032500000000000003
7.13,0.003875
7.14,0.003875
7.14,0.004125
7.14,0.004125
7.15,0.004375
7.15,0.00475
7.16,0.00475
7.16,0.004875
7.16,0.004875
7.17,0.005
7.17,0.005125
7.18,0.005125
7.18,0.0053750000000000004
7.18,0.0053750000000000004
7.19,0.005125
7.19,0.005625
7.20,0.005625
7.20,0.0055
7.20,0.0055
7.21,0.00575
7.21,0.00575
7.22,0.00575
7.22,0.008
7.22,0.008
7.23,0.0445
7.23,0.0445
7.24,0.006875
7.24,0.0073750000000000005
7.24,0.0073750000000000005
7.25,0.007625
7.25,0.007625
7.26,0.008125
7.26,0.008875000000000001
7.26,0.008875000000000001
7.27,0.009000000000000001
7.27,0.009000000000000001
7.28,0.009125
7.28,0.008625
7.28,0.008625
7.29,0.008
7.29,0.008
7.30,0.008
7.30,0.00775
7.30,0.00775
7.31,0.008125
7.31,0.008875000000000001
7.32,0.008875000000000001
7.32,0.00575
7.32,0.00575
7.33,-0.0005
7.33,-0.0005
7.34,-0.000625
7.34,-0.00025
7.34,-0.00025
7.35,-0.000625
7.35,-0.000625
7.36,-0.00025
7.36,-0.00075
7.36,-0.00075
7.37,-0.000375
7.37,-0.000375
7.38,-0.0005
7.38,-0.0005
7.38,-0.0005
7.39,-0.000375
7.39,-0.000375
7.40,-0.0005
7.40,-0.000375
7.40,-0.000375
7.41,-0.000625
7.41,-0.000625
7.42,-0.000375
7.42,-0.000625
7.42,-0.000625
7.43,-0.00025
7.43,-0.00025
7.44,-0.00075
7.44,-0.000375
7.44,-0.000375
7.45,-0.0005
7.45,-0.0005
7.46,-0.0005
7.46,-0.0005
7.46,-0.0005
7.47,-0.0005
7.47,-0.0005
7.48,-0.000375
7.48,-0.000375
7.48,-0.000625
7.49,-0.00025
7.49,-0.00025
7.50,-0.000625
7.50,-0.000625
7.50,-0.00025
7.51,-0.000625
7.51,-0.000625
7.52,-0.000375
7.52,-0.000375
7.52,-0.000625
7.53,-0.000375
7.53,-0.000375
7.54,-0.000375
7.54,-0.000375
7.54,-0.000375
7.55,-0.000375
7.55,-0.000375
7.56,-0.0005
7.56,-0.0005
7.56,-0.000375
7.57,-0.000375
7.57,-0.000625
7.58,-0.000375
7.58,-0.000375
7.58,-0.000625
7.59,-0.000625
7.59,0.00025
7.60,-0.0005
7.60,-0.0005
7.60,-0.0005
7.61,-0.0005
7.61,-0.000375
7.62,-0.0005
7.62,-0.0005
7.62,-0.0005
7.63,-0.0005
7.63,-0.0005
7.64,-0.0005
7.64,-0.0005
7.64,-0.0005
7.65,-0.0005
7.65,-0.000625
7.66,-0.0005
7.66,-0.0005
7.66,-0.000625
7.67,-0.000625
7.67,-0.0005
7.68,-0.000625
7.68,-0.000625
7.68,-0.00075
7.69,-0.00075
7.69,-0.0011250000000000001
7.70,-0.0011250000000000001
7.70,-0.00075
7.70,-0.001
7.71,-0.001
7.71,-0.00125
7.72,-0.00125
7.72,-0.000875
7.72,-0.0016250000000000001
7.73,-0.0016250000000000001
7.73,-0.00125
7.74,-0.00125
7.74,-0.00075
7.74,-0.000875
7.75,-0.000875
7.75,-0.0015
7.76,-0.0015
7.76,-0.003125
7.76,-0.004375
7.77,-0.004375
7.77,-0.0055
7.78,-0.0055
7.78,-0.006125
7.78,-0.00625
7.79,-0.00625
7.79,-0.0063750000000000005
7.80,-0.0063750000000000005
7.80,-0.006625
7.80,-0.006625
7.81,-0.006500000000000001
7.81,-0.006125
7.82,-0.006125
7.82,-0.0055
7.82,-0.0055
7.83,-0.0063750000000000005
7.83,-0.007125
7.84,-0.007125
7.84,-0.0073750000000000005
7.84,-0.0073750000000000005
7.85,-0.0075
7.85,-0.007625
7.86,-0.007625
7.86,-0.0075
7.86,-0.0075
7.87,-0.0073750000000000005
7.87,-0.007125
7.88,-0.007125
7.88,-0.006875
7.88,-0.006875
7.89,-0.0055
7.89,-0.00475
7.90,-0.00475
7.90,-0.004875
7.90,-0.004875
7.91,-0.004875
7.91,-0.004875
7.92,-0.005
7.92,-0.004875
7.92,-0.004875
7.93,-0.00475
7.93,-0.00475
7.94,-0.004875
7.94,-0.004875
7.94,-0.004875
7.95,-0.004875
7.95,-0.004875
7.96,-0.00425
7.96,-0.0025
7.96,-0.0025
7.97,-0.003625
7.97,-0.003625
7.98,-0.004125
7.98,-0.0045000000000000005
7.98,-0.0045000000000000005
7.99,-0.004375
7.99,-0.004375
8.00,-0.00425
8.00,-0.00425
8.00,-0.00425
8.01,-0.00425
8.01,-0.00425
8.02,-0.00425
8.02,-0.004125
8.02,-0.004125
8.03,-0.004
8.03,-0.004
8.04,-0.004125
8.04,-0.004125
8.04,-0.003875
8.05,-0.003625
8.05,-0.003625
8.06,-0.003125
8.06,-0.003125
8.06,-0.003125
8.07,-0.0032500000000000003
8.07,-0.0032500000000000003
8.08,-0.003375
8.08,-0.003375
8.08,-0.0032500000000000003
8.09,-0.003375
8.09,-0.003375
8.10,0.026875
8.10,0.026875
8.10,-0.002875
8.11,-0.000875
8.11,-0.000875
8.12,-0.00075
8.12,-0.00075
8.12,-0.000625
8.13,-0.00075
8.13,-0.00075
8.14,-0.0005
8.14,-0.0005
8.14,-0.0005
8.15,-0.0005
8.15,-0.0005
8.16,-0.0005
8.16,-0.0005
8.16,-0.0005
8.17,-0.0005
8.17,-0.0005
8.18,-0.0005
8.18,-0.0005
8.18,-0.0005
8.19,-0.000625
8.19,-0.000625
8.20,-0.0005
8.20,-0.0005
8.20,-0.0005
8.21,-0.0005
8.21,-0.0005
8.22,-0.000625
8.22,-0.0005
8.22,-0.0005
8.23,-0.0005
8.23,-0.0005
8.24,-0.0005
8.24,-0.000625
8.24,-0.000625
8.25,-0.0005
8.25,-0.0005
8.26,-0.00025
8.26,-0.0005
8.26,-0.0005
8.27,-0.000375
8.27,-0.000375
8.28,-0.000625
8.28,-0.000375
8.28,-0.000375
8.29,-0.000625
8.29,-0.000625
8.30,-0.000375
8.30,-0.0005
8.30,-0.0005
8.31,-0.000375
8.31,-0.000375
8.32,-0.000375
8.32,-0.00025
8.32,-0.00025
8.33,0.0011250000000000001
8.33,0.0011250000000000001
8.34,0.0015
8.34,-0.000375
8.34,-0.000375
8.35,-0.000125
8.35,-0.000125
8.36,0.001875
8.36,0.001875
8.36,-0.000375
8.37,-0.000125
8.37,-0.000125
8.38,-0.0005
8.38,-0.0005
8.38,-0.000375
8.39,-0.000125
8.39,-0.000125
8.40,0.0
8.40,0.0
8.40,0.000375
8.41,0.00075
8.41,0.00075
8.42,0.00125
8.42,0.00125
8.42,0.001
8.43,0.0015
8.43,0.0015
8.44,0.0015
8.44,0.0015
8.44,0.001875
8.45,0.001875
8.45,0.001875
8.46,0.002375
8.46,0.002375
8.46,0.003
8.47,0.003125
8.47,0.003125
8.48,0.00375
8.48,0.00375
8.48,0.00375
8.49,0.00375
8.49,0.004375
8.50,0.00425
8.50,0.00425
8.50,0.005
8.51,0.005
8.51,0.005
8.52,0.00525
8.52,0.00525
8.52,0.00525
8.53,0.00525
8.53,0.0053750000000000004
8.54,0.005625
8.54,0.005625
8.54,0.005625
8.55,0.005625
8.55,0.00575
8.56,0.005625
8.56,0.005625
8.56,0.006125
8.57,0.006125
8.57,0.04575
8.58,0.0075
8.58,0.0075
8.58,0.007
8.59,0.007
8.59,0.007625
8.60,0.007875
8.60,0.007875
8.60,0.00825
8.61,0.00825
8.61,0.008375
8.62,0.008375
8.62,0.00875
8.62,0.00925
8.63,0.00925
8.63,0.008125
8.64,0.008125
8.64,0.008
8.64,0.007625
8.65,0.007625
8.65,0.007875
8.66,0.007875
8.66,0.008
8.66,0.009000000000000001
8.67,0.009000000000000001
8.67,0.000875
8.68,0.000875
8.68,-0.000375
8.68,-0.000375
8.69,-0.000375
8.69,-0.0005
8.70,-0.0005
8.70,-0.000375
8.70,-0.000625
8.71,-0.000625
8.71,-0.000375
8.72,-0.000375
8.72,-0.000625
8.72,-0.00025
8.73,-0.00025
8.73,-0.000625
8.74,-0.000625
8.74,-0.00025
8.74,-0.0005
8.75,-0.0005
8.75,-0.000375
8.76,-0.000375
8.76,-0.0005
8.76,-0.0005
8.77,-0.0005
8.77,-0.000375
8.78,-0.000375
8.78,-0.0005
8.78,-0.0005
8.79,-0.0005
8.79,-0.000625
8.80,-0.000625
8.80,-0.000375
8.80,-0.000375
8.81,-0.0005
8.81,-0.000375
8.82,-0.000375
8.82,-0.000625
8.82,-0.000375
8.83,-0.000375
8.83,-0.000625
8.84,-0.000625
8.84,-0.0005
8.84,-0.0005
8.85,-0.0005
8.85,-0.000625
8.86,-0.000625
8.86,-0.000375
8.86,-0.00075
8.87,-0.00075
8.87,-0.000375
8.88,-0.000375
8.88,-0.000625
8.88,-0.000375
8.89,-0.000375
8.89,-0.000625
8.90,-0.000625
8.90,-0.0005
8.90,-0.0005
8.91,-0.0005
8.91,-0.0005
8.92,-0.0005
8.92,-0.001375
8.92,-0.0005
8.93,-0.0005
8.93,-0.000375
8.94,-0.000375
8.94,-0.000375
8.94,-0.0005
8.95,-0.0005
8.95,-0.0005
8.96,-0.0005
8.96,-0.0005
8.96,-0.0005
8.97,-0.0005
8.97,-0.000625
8.98,-0.000625
8.98,-0.000375
8.98,-0.0005
8.99,-0.0005
8.99,-0.0005
9.00,-0.0005
9.00,-0.0005
9.00,-0.000625
9.01,-0.000625
9.01,-0.000625
9.02,-0.000625
9.02,-0.0011250000000000001
9.02,-0.00075
9.03,-0.00075
9.03,-0.000875
9.04,-0.000875
9.04,-0.00125
9.04,-0.00075
9.05,-0.00075
9.05,-0.0011250000000000001
9.06,-0.0011250000000000001
9.06,-0.002
9.06,-0.00075
9.07,-0.00075
9.07,-0.000875
9.08,-0.000875
9.08,-0.0011250000000000001
9.08,-0.0022500000000000003
9.09,-0.0022500000000000003
9.09,-0.00375
9.10,-0.00375
9.10,-0.00525
9.10,-0.005875
9.11,-0.005875
9.11,-0.0063750000000000005
9.12,-0.0063750000000000005
9.12,-0.0063750000000000005
9.12,-0.006500000000000001
9.13,-0.006500000000000001
9.13,-0.00675
9.14,-0.00675
9.14,-0.006625
9.14,-0.006625
9.15,-0.005625
9.15,-0.00575
9.16,-0.00575
9.16,-0.006875
9.16,-0.006875
9.17,-0.0075
9.17,-0.0075
9.18,-0.0075
9.18,-0.00775
9.18,-0.00775
9.19,-0.007625
9.19,-0.0075
9.20,-0.0075
9.20,-0.00725
9.20,-0.00725
9.21,-0.007
9.21,-0.006625
9.22,-0.006625
9.22,-0.003625
9.22,-0.003625
9.23,-0.005
9.23,-0.004875
9.24,-0.004875
9.24,-0.004875
9.24,-0.004875
9.25,-0.004875
9.25,-0.004875
9.26,-0.004875
9.26,-0.005
9.26,-0.005
9.27,-0.005
9.27,-0.004875
9.28,-0.004875
9.28,-0.004625
9.28,-0.004625
9.29,-0.003875
9.29,-0.003875
9.30,-0.003875
9.30,-0.004
9.30,-0.004
9.31,-0.00425
9.31,-0.00425
9.32,-0.0045000000000000005
9.32,-0.004375
9.32,-0.004375
9.33,-0.004375
9.33,-0.004375
9.34,-0.004375
9.34,-0.004375
9.34,-0.004375
9.35,-0.004125
9.35,-0.004125
9.36,-0.004125
9.36,-0.004
9.36,-0.004
9.37,-0.004
9.37,-0.004
9.38,-0.0035
9.38,-0.0032500000000000003
9.38,-0.0032500000000000003
9.39,-0.003125
9.39,-0.003125
9.40,-0.0032500000000000003
9.40,-0.0032500000000000003
9.40,-0.0032500000000000003
9.41,-0.003375
9.41,-0.003375
9.42,-0.003375
9.42,-0.0035
9.42,-0.0035
9.43,-0.003375
9.43,-0.003375
9.44,-0.00125
9.44,-0.000625
9.44,-0.000625
9.45,-0.000625
9.45,-0.000625
9.46,-0.000625
9.46,-0.000625
9.46,-0.000625
9.47,-0.000625
9.47,-0.000625
9.48,-0.0005
9.48,-0.000625
9.48,-0.000625
9.49,-0.000625
9.49,-0.000625
9.50,-0.0005
9.50,-0.0005
9.50,-0.0005
9.51,-0.000625
9.51,-0.000625
9.52,-0.000625
9.52,-0.000625
9.52,-0.0005
9.53,-0.0005
9.53,-0.0005
9.54,-0.0005
9.54,-0.0005
9.54,-0.0005
9.55,-0.0005
9.55,-0.0005
9.56,-0.0005
9.56,-0.0005
9.56,-0.000625
9.57,-0.00075
9.57,-0.00075
9.58,-0.00025
9.58,-0.00025
9.58,-0.0005
9.59,-0.0005
9.59,-0.0005
9.60,-0.0005
9.60,-0.0005
9.60,-0.000375
9.61,-0.0005
9.61,-0.0005
9.62,-0.000625
9.62,-0.000625
9.62,-0.00025
9.63,-0.0005
9.63,-0.0005
9.64,-0.000125
9.64,-0.0005
9.64,-0.0005
9.65,0.000125
9.65,0.0016250000000000001
9.66,0.0016250000000000001
9.66,0.000375
9.66,-0.000125
9.67,-0.000125
9.67,0.001875
9.68,-0.000375
9.68,-0.000375
9.68,-0.000375
9.69,-0.000125
9.69,-0.000125
9.70,-0.0005
9.70,-0.000125
9.70,-0.000125
9.71,-0.000375
9.71,0.000375
9.72,0.000375
9.72,0.0005
9.72,0.0005
9.73,0.001
9.73,0.0011250000000000001
9.74,0.0011250000000000001
9.74,0.001375
9.74,0.0016250000000000001
9.75,0.0016250000000000001
9.75,0.00175
9.76,0.00175
9.76,0.002
9.76,0.002125
9.77,0.002125
9.77,0.002875
9.78,0.003125
9.78,0.003125
9.78,0.003875
9.79,0.003875
9.79,0.00375
9.80,0.00425
9.80,0.00425
9.80,0.004375
9.81,0.004875
9.81,0.004875
9.82,0.005
9.82,0.005
9.82,0.00525
9.83,0.00525
9.83,0.00525
9.84,0.00525
9.84,0.00575
9.84,0.00575
9.85,0.0055
9.85,0.0055
9.86,0.005875
9.86,0.005625
9.86,0.005625
9.87,0.006
9.87,0.04125
9.88,0.04125
9.88,0.007
9.88,0.007
9.89,0.006625
9.89,0.00725
9.90,0.00725
9.90,0.00775
9.90,0.007875
9.91,0.007875
9.91,0.0085
9.92,0.008625
9.92,0.008625
9.92,0.0095
9.93,0.0095
9.93,0.008375
9.94,0.008125
9.94,0.008125
9.94,0.0075
9.95,0.007875
9.95,0.007875
9.96,0.008125
9.96,0.00875
9.96,0.00875
9.97,0.002625
9.97,0.002625
9.98,-0.0005
9.98,-0.000375
9.98,-0.000375
9.99,-0.000625
9.99,-0.000375
10.00,-0.000375
10.00,-0.000625
10.00,-0.000625
10.01,-0.000375
10.01,-0.0005
10.02,-0.0005
10.02,-0.000375
10.02,-0.0005
10.03,-0.0005
10.03,-0.000375
10.04,-0.000375
10.04,-0.0005
10.04,-0.0005
10.05,-0.0005
10.05,-0.000375
10.06,-0.000625
10.06,-0.000625
10.06,-0.000375
10.07,-0.000375
10.07,-0.000625
10.08,-0.000375
10.08,-0.000375
10.08,-0.000625
10.09,-0.0005
10.09,-0.0005
10.10,-0.0005
10.10,-0.0005
10.10,-0.000375
10.11,-0.0005
10.11,-0.0005
10.12,-0.0005
10.12,-0.000375
10.12,-0.000375
10.13,-0.000625
10.13,-0.000375
10.14,-0.000375
10.14,-0.000625
10.14,-0.000625
10.15,-0.00025
10.15,-0.000625
10.16,-0.000625
10.16,-0.000375
10.16,-0.0005
10.17,-0.0005
10.17,-0.0005
10.18,-0.0005
10.18,-0.0005
10.18,-0.000625
10.19,-0.0005
10.19,-0.0005
10.20,-0.000625
10.20,-0.000625
10.20,-0.00025
10.21,0.002375
10.21,0.002375
10.22,-0.0005
10.22,-0.0005
10.22,-0.0005
10.23,-0.0005
10.23,-0.0005
10.24,-0.0005
10.24,-0.0005
10.24,-0.0005
10.25,-0.0005
10.25,-0.0005
10.26,-0.0005
10.26,-0.0005
10.26,-0.000625
10.27,-0.000625
10.27,-0.000625
10.28,-0.0005
10.28,-0.0005
10.28,-0.000625
10.29,-0.0011250000000000001
10.29,-0.0011250000000000001
10.30,-0.00075
10.30,-0.00075
10.30,-0.000875
10.31,-0.0015
10.31,-0.00075
10.32,-0.00075
10.32,-0.000875
10.32,-0.000875
10.33,-0.002375
10.33,-0.00075
10.34,-0.00075
10.34,-0.00075
10.34,-0.001
10.35,-0.001
10.35,-0.001875
10.36,-0.001875
10.36,-0.0032500000000000003
10.36,-0.00475
10.37,-0.00475
10.37,-0.005625
10.38,-0.005625
10.38,-0.006125
10.38,-0.0063750000000000005
10.39,-0.0063750000000000005
10.39,-0.006500000000000001
10.40,-0.006500000000000001
10.40,-0.006625
10.40,-0.006625
10.41,-0.006625
10.41,-0.006
10.42,-0.006
10.42,-0.00575
10.42,-0.00575
10.43,-0.006500000000000001
10.43,-0.00725
10.44,-0.00725
10.44,-0.0073750000000000005
10.44,-0.0073750000000000005
10.45,-0.007625
10.45,-0.00775
10.46,-0.00775
10.46,-0.0073750000000000005
10.46,-0.0073750000000000005
10.47,-0.0075
10.47,-0.007125
10.48,-0.007125
10.48,-0.00675
10.48,-0.00675
10.49,-0.00475
10.49,-0.00475
10.50,-0.00475
10.50,-0.005
10.50,-0.005
10.51,-0.005
10.51,-0.005
10.52,-0.005
10.52,-0.004875
10.52,-0.004875
10.53,-0.004875
10.53,-0.005
10.54,-0.005
10.54,-0.004875
10.54,-0.004875
10.55,-0.00475
10.55,-0.004125
10.56,-0.004125
10.56,-0.00375
10.56,-0.00375
10.57,-0.004
10.57,-0.00425
10.58,-0.00425
10.58,-0.004375
10.58,-0.00425
10.59,-0.00425
10.59,-0.004125
10.60,-0.004125
10.60,-0.004125
10.60,-0.00425
10.61,-0.00425
10.61,-0.004125
10.62,-0.004125
10.62,-0.004125
10.62,-0.004125
10.63,-0.004125
10.63,-0.003875
10.64,-0.003875
10.64,-0.00375
10.64,-0.003625
10.65,-0.003625
10.65,-0.003
10.66,-0.003
10.66,-0.003
10.66,-0.003125
10.67,-0.003125
10.67,-0.003375
10.68,-0.003375
10.68,-0.003375
10.68,-0.0035
10.69,-0.0035
10.69,-0.003375
10.70,-0.003375
10.70,-0.002375
10.70,-0.00075
10.71,-0.00075
10.71,-0.00075
10.72,-0.00075
10.72,-0.0005
10.72,-0.000625
10.73,-0.000625
10.73,-0.0005
10.74,-0.0005
10.74,-0.0005
10.74,-0.0005
10.75,-0.0005
10.75,-0.000625
10.76,-0.000625
10.76,-0.000625
10.76,-0.0005
10.77,-0.0005
10.77,-0.0005
10.78,-0.0005
10.78,-0.0005
10.78,-0.0005
10.79,-0.0005
10.79,-0.0005
10.80,-0.0005
10.80,-0.000625
10.80,-0.0005
10.81,-0.0005
10.81,-0.0005
10.82,-0.0005
10.82,-0.0005
10.82,-0.0005
10.83,-0.0005
10.83,-0.0005
10.84,-0.0005
10.84,-0.0005
10.84,-0.000625
10.85,-0.000625
10.85,-0.0005
10.86,-0.0005
10.86,-0.0005
10.86,-0.0005
10.87,-0.0005
10.87,-0.000625
10.88,-0.000625
10.88,-0.0005
10.88,-0.00025
10.89,-0.00025
10.89,-0.000625
10.90,-0.000375
10.90,-0.000375
10.90,-0.000625
10.91,-0.000625
10.91,-0.0005
10.92,-0.0005
10.92,-0.000625
10.92,-0.0005
10.93,-0.0005
10.93,-0.000375
10.94,-0.000375
10.94,-0.00075
10.94,-0.000375
10.95,-0.000375
10.95,-0.0005
10.96,-0.0005
10.96,-0.00025
10.96,-0.00025
10.97,-0.00025
10.97,0.0
10.98,0.0
10.98,0.000875
10.98,0.001375
10.99,0.001375
10.99,-0.000125
11.00,-0.000125
11.00,0.000125
11.00,0.00175
11.01,0.00175
11.01,-0.000375
11.02,-0.000375
11.02,-0.00025
11.02,-0.0005
11.03,-0.0005
11.03,-0.00025
11.04,-0.00025
11.04,-0.000375
11.04,-0.000375
11.05,0.000125
11.05,0.00025
11.06,0.00025
11.06,0.000875
11.06,0.000875
11.07,0.001
11.07,0.00125
11.08,0.00125
11.08,0.0015
11.08,0.0015
11.09,0.0016250000000000001
11.09,0.002
