Time(s),Volts
0.98,-0.004375
0.98,-0.004375
0.99,-0.003625
0.99,-0.000875
1.00,-0.000875
1.00,-0.000625
1.00,-0.000625
1.01,-0.000625
1.01,-0.0005
1.02,-0.0005
1.02,-0.000375
1.02,-0.000625
1.03,-0.000625
1.03,-0.000625
1.04,-0.000625
1.04,-0.0005
1.04,-0.000625
1.05,-0.000625
1.05,-0.0005
1.06,-0.0005
1.06,-0.000625
1.06,-0.0005
1.07,-0.0005
1.07,-0.0005
1.08,-0.0005
1.08,-0.0005
1.08,-0.0005
1.09,-0.0005
1.09,-0.0005
1.10,-0.0005
1.10,-0.0005
1.10,-0.0005
1.11,-0.0005
1.11,-0.0005
1.12,-0.0005
1.12,-0.000375
1.12,-0.000375
1.13,-0.000375
1.13,-0.000375
1.14,-0.000375
1.14,-0.000375
1.14,-0.0005
1.15,-0.0005
1.15,-0.0005
1.16,-0.0005
1.16,-0.0005
1.16,-0.0005
1.17,-0.0005
1.17,-0.000375
1.18,-0.000375
1.18,-0.0005
1.18,-0.0005
1.19,-0.0005
1.19,-0.0005
1.20,-0.0005
1.20,-0.0005
1.20,-0.000375
1.21,-0.000375
1.21,-0.0005
1.22,-0.000375
1.22,-0.000375
1.22,-0.0005
1.23,-0.0005
1.23,-0.0005
1.24,-0.0005
1.24,-0.0005
1.24,-0.0005
1.25,-0.0005
1.25,-0.000875
1.26,-0.0005
1.26,-0.0005
1.26,-0.0005
1.27,-0.0005
1.27,-0.00025
1.28,-0.000625
1.28,-0.000625
1.28,-0.000375
1.29,-0.000375
1.29,-0.000625
1.30,-0.0005
1.30,-0.0005
1.30,-0.0005
1.31,-0.0005
1.31,-0.0005
1.32,-0.000375
1.32,-0.000375
1.32,-0.0005
1.33,-0.0005
1.33,-0.000125
1.34,-0.00025
1.34,-0.00025
1.34,0.00175
1.35,0.00175
1.35,0.00075
1.36,0.00075
1.36,0.0005
1.36,0.0016250000000000001
1.37,0.0016250000000000001
1.37,-0.00025
1.38,-0.00025
1.38,-0.00025
1.38,-0.000375
1.39,-0.000375
1.39,-0.000125
1.40,-0.000125
1.40,-0.000125
1.40,0.0005
1.41,0.0005
1.41,0.000875
1.42,0.000875
1.42,0.00175
1.42,0.00175
1.43,0.0016250000000000001
1.43,0.0022500000000000003
1.44,0.0022500000000000003
1.44,0.0025
1.44,0.0025
1.45,0.002875
1.45,0.0035
1.46,0.0035
1.46,0.0045000000000000005
1.46,0.0045000000000000005
1.47,0.005125
1.47,0.0053750000000000004
1.48,0.0053750000000000004
1.48,0.00625
1.48,0.00625
1.49,0.006500000000000001
1.49,0.0075
1.50,0.0075
1.50,0.007
1.50,0.007
1.51,0.007125
1.51,0.007125
1.52,0.007125
1.52,0.00725
1.52,0.00725
1.53,0.006875
1.53,0.006875
1.54,0.008375
1.54,0.02
1.54,0.02
1.55,0.007875
1.55,0.007875
1.56,0.0085
1.56,0.008875000000000001
1.56,0.008875000000000001
1.57,0.0095
1.57,0.0095
1.58,0.020125
1.58,0.010125
1.58,0.010125
1.59,0.01
1.59,0.01
1.60,0.00925
1.60,0.00875
1.60,0.00875
1.61,0.008625
1.61,0.008625
1.62,0.009125
1.62,0.010750000000000001
1.62,0.010750000000000001
1.63,0.002375
1.63,0.002375
1.64,-0.000625
1.64,-0.000625
1.64,-0.000375
1.65,-0.000625
1.65,-0.000625
1.66,-0.00025
1.66,-0.00025
1.66,-0.000625
1.67,-0.000375
1.67,-0.000375
1.68,-0.000375
1.68,-0.000375
1.68,-0.0005
1.69,-0.0005
1.69,-0.0005
1.70,-0.000375
1.70,-0.000375
1.70,-0.000375
1.71,-0.0005
1.71,-0.0005
1.72,-0.00025
1.72,-0.00025
1.72,-0.000625
1.73,-0.000625
1.73,-0.000375
1.74,-0.000625
1.74,-0.000625
1.74,-0.00025
1.75,-0.00025
1.75,-0.000625
1.76,-0.0005
1.76,-0.0005
1.76,-0.0005
1.77,-0.0005
1.77,-0.000375
1.78,-0.0005
1.78,-0.0005
1.78,-0.000625
1.79,-0.000625
1.79,-0.000375
1.80,-0.000375
1.80,-0.0005
1.80,-0.000375
1.81,-0.000375
1.81,-0.000625
1.82,-0.000625
1.82,-0.000375
1.82,-0.000625
1.83,-0.000625
1.83,-0.000375
1.84,-0.000375
1.84,-0.0005
1.84,-0.0005
1.85,-0.0005
1.85,-0.0005
1.86,-0.0005
1.86,-0.000625
1.86,-0.000375
1.87,-0.000375
1.87,-0.000625
1.88,-0.000625
1.88,-0.000375
1.88,-0.000375
1.89,-0.000625
1.89,-0.00025
1.90,-0.00025
1.90,-0.00075
1.90,-0.00075
1.91,-0.000375
1.91,-0.000375
1.92,-0.000375
1.92,-0.0005
1.92,-0.0005
1.93,-0.000375
1.93,-0.0005
1.94,-0.0005
1.94,-0.0005
1.94,-0.0005
1.95,-0.00075
1.95,-0.000375
1.96,-0.000375
1.96,-0.000625
1.96,-0.000625
1.97,-0.00025
1.97,-0.00025
1.98,-0.000625
1.98,-0.000375
1.98,-0.000375
1.99,-0.0005
1.99,-0.0005
2.00,-0.000625
2.00,0.002625
2.00,0.002625
2.01,-0.0005
2.01,-0.0005
2.02,-0.0005
2.02,-0.0005
2.02,-0.0005
2.03,-0.0005
2.03,-0.0005
2.04,-0.0005
2.04,-0.0005
2.04,-0.0005
2.05,-0.0005
2.05,-0.0005
2.06,-0.0005
2.06,-0.0005
2.06,-0.0005
2.07,-0.000625
2.07,-0.000625
2.08,-0.000625
2.08,-0.000625
2.08,-0.000625
2.09,-0.0005
2.09,-0.0005
2.10,-0.000625
2.10,-0.000625
2.10,-0.0011250000000000001
2.11,-0.00075
2.11,-0.00075
2.12,-0.001
2.12,-0.001
2.12,-0.0015
2.13,-0.000875
2.13,-0.000875
2.14,-0.002125
2.14,-0.002125
2.14,-0.00075
2.15,-0.000875
2.15,-0.000875
2.16,-0.00125
2.16,-0.003375
2.16,-0.003375
2.17,-0.005875
2.17,-0.005875
2.18,-0.0073750000000000005
2.18,-0.00725
2.18,-0.00725
2.19,-0.007125
2.19,-0.007125
2.20,-0.007625
2.20,-0.008
2.20,-0.008
2.21,-0.00725
2.21,-0.00725
2.22,-0.007
2.22,-0.008375
2.22,-0.008375
2.23,-0.008875000000000001
2.23,-0.008875000000000001
2.24,-0.009125
2.24,-0.009125
2.24,-0.009125
2.25,-0.008875000000000001
2.25,-0.008875000000000001
2.26,-0.0085
2.26,-0.0085
2.26,-0.008
2.27,-0.0055
2.27,-0.0055
2.28,0.002
2.28,0.002
2.28,-0.006
2.29,-0.006125
2.29,-0.006125
2.30,-0.006125
2.30,-0.006125
2.30,-0.006125
2.31,-0.00625
2.31,-0.00625
2.32,-0.006125
2.32,-0.006125
2.32,-0.005125
2.33,-0.004625
2.33,-0.004625
2.34,-0.005125
2.34,-0.005125
2.34,-0.0055
2.35,-0.0053750000000000004
2.35,-0.0053750000000000004
2.36,-0.0053750000000000004
2.36,-0.0053750000000000004
2.36,-0.0053750000000000004
2.37,-0.0053750000000000004
2.37,-0.0053750000000000004
2.38,-0.0053750000000000004
2.38,-0.0053750000000000004
2.38,-0.00525
2.39,-0.005
2.39,-0.005
2.40,-0.004375
2.40,-0.004375
2.40,-0.003875
2.41,-0.00425
2.41,-0.00425
2.42,-0.00425
2.42,-0.00425
2.42,-0.004375
2.43,-0.004375
2.43,-0.003875
2.44,-0.002125
2.44,-0.002125
2.44,-0.00075
2.45,-0.00075
2.45,-0.0005
2.46,-0.000625
2.46,-0.000625
2.46,-0.000625
2.47,-0.000625
2.47,-0.0005
2.48,-0.0005
2.48,-0.0005
2.48,-0.000625
2.49,-0.000625
2.49,-0.000375
2.50,-0.0005
2.50,-0.0005
2.50,-0.0005
2.51,-0.0005
2.51,-0.0005
2.52,-0.000375
2.52,-0.000375
2.52,-0.0005
2.53,-0.0005
2.53,-0.0005
2.54,-0.0005
2.54,-0.0005
2.54,-0.000375
2.55,-0.000375
2.55,-0.0005
2.56,-0.0005
2.56,-0.00075
2.56,-0.000625
2.57,-0.000625
2.57,-0.000625
2.58,-0.000625
2.58,-0.0005
2.58,-0.0005
2.59,-0.0005
2.59,-0.000625
2.60,-0.000625
2.60,-0.0005
2.60,-0.000625
2.61,-0.000625
2.61,-0.000625
2.62,-0.000625
2.62,-0.0005
2.62,-0.0005
2.63,-0.0005
2.63,-0.0005
2.64,-0.0005
2.64,-0.000375
2.64,-0.000375
2.65,-0.0005
2.65,-0.0005
2.66,-0.0005
2.66,-0.0005
2.66,-0.0005
2.67,-0.0005
2.67,-0.0005
2.68,-0.0005
2.68,-0.0005
2.68,-0.0005
2.69,-0.0005
2.69,-0.0005
2.70,-0.000625
2.70,-0.0005
2.70,-0.0005
2.71,-0.0005
2.71,-0.0005
2.72,-0.0005
2.72,-0.00025
2.72,-0.00025
2.73,-0.000625
2.73,-0.000625
2.74,-0.000375
2.74,-0.000625
2.74,-0.000625
2.75,-0.000375
2.75,-0.000375
2.76,-0.0005
2.76,-0.0005
2.76,-0.0005
2.77,-0.000375
2.77,-0.000375
2.78,-0.0005
2.78,-0.0005
2.78,-0.00025
2.79,-0.0005
2.79,-0.0005
2.80,-0.00025
2.80,-0.00025
2.80,-0.00025
2.81,0.0015
2.81,0.0015
2.82,0.000875
2.82,0.000875
2.82,0.000375
2.83,0.00175
2.83,0.00175
2.84,-0.00025
2.84,-0.00025
2.84,-0.00025
2.85,-0.00025
2.85,-0.00025
2.86,-0.000125
2.86,-0.000125
2.86,-0.00025
2.87,-0.00025
2.87,0.0005
2.88,0.000875
2.88,0.000875
2.88,0.0015
2.89,0.0015
2.89,0.0016250000000000001
2.90,0.002125
2.90,0.002125
2.90,0.002375
2.91,0.002375
2.91,0.00275
2.92,0.0032500000000000003
2.92,0.0032500000000000003
2.92,0.004125
2.93,0.004125
2.93,0.005125
2.94,0.005125
2.94,0.005125
2.94,0.006
2.95,0.006
2.95,0.00625
2.96,0.00625
2.96,0.006875
2.96,0.007
2.97,0.007
2.97,0.007125
2.98,0.007125
2.98,0.00725
2.98,0.00725
2.99,0.00725
2.99,0.007125
3.00,0.007125
3.00,0.01225
3.00,0.01225
3.01,0.014875000000000001
3.01,0.008
3.02,0.008
3.02,0.008125
3.02,0.008125
3.03,0.008625
3.03,0.00925
3.04,0.00925
3.04,0.00925
3.04,0.00925
3.05,0.00975
3.05,0.009875
3.06,0.009875
3.06,0.009625
3.06,0.009625
3.07,0.00925
3.07,0.00925
3.08,0.009000000000000001
3.08,0.0095
3.08,0.0095
3.09,0.010125
3.09,0.010125
3.10,0.0055
3.10,-0.000625
3.10,-0.000625
3.11,-0.00025
3.11,-0.00025
3.12,-0.0005
3.12,-0.000375
3.12,-0.000375
3.13,-0.000625
3.13,-0.000625
3.14,-0.00025
3.14,-0.000625
3.14,-0.000625
3.15,-0.0005
3.15,-0.0005
3.16,-0.000375
3.16,-0.000375
3.16,-0.000625
3.17,-0.000375
3.17,-0.000375
3.18,-0.000625
3.18,-0.000625
3.18,-0.000375
3.19,-0.000625
3.19,-0.000625
3.20,-0.000375
3.20,-0.000375
3.20,-0.000625
3.21,-0.0005
3.21,-0.0005
3.22,-0.0005
3.22,-0.0005
3.22,-0.0005
3.23,-0.0005
3.23,-0.0005
3.24,-0.0005
3.24,-0.0005
3.24,-0.000375
3.25,-0.000375
3.25,-0.000625
3.26,-0.000375
3.26,-0.000375
3.26,-0.000625
3.27,-0.000625
3.27,-0.00025
3.28,-0.000625
3.28,-0.000625
3.28,-0.000375
3.29,-0.000375
3.29,-0.000625
3.30,-0.000625
3.30,-0.0005
3.30,-0.0005
3.31,-0.0005
3.31,-0.000625
3.32,-0.000625
3.32,-0.00025
3.32,-0.000625
3.33,-0.000625
3.33,-0.000375
3.34,-0.000375
3.34,-0.000625
3.34,-0.00025
3.35,-0.00025
3.35,-0.000625
3.36,-0.000625
3.36,-0.000375
3.36,-0.000375
3.37,-0.0005
3.37,-0.0005
3.38,-0.0005
3.38,-0.000375
3.38,-0.000375
3.39,0.000375
3.39,-0.000625
3.40,-0.000625
3.40,-0.0005
3.40,-0.0005
3.41,-0.0005
3.41,-0.0005
3.42,-0.0005
3.42,-0.000375
3.42,-0.000375
3.43,-0.0005
3.43,-0.0005
3.44,-0.0005
3.44,-0.000375
3.44,-0.000375
3.45,-0.000625
3.45,-0.000625
3.46,-0.0005
3.46,-0.000625
3.46,-0.000625
3.47,-0.000625
3.47,-0.000625
3.48,-0.0005
3.48,-0.0005
3.48,-0.0005
3.49,-0.000625
3.49,-0.000625
3.50,-0.000875
3.50,-0.001
3.50,-0.001
3.51,-0.001
3.51,-0.001
3.52,-0.0016250000000000001
3.52,-0.0016250000000000001
3.52,-0.000875
3.53,-0.0022500000000000003
3.53,-0.0022500000000000003
3.54,-0.00075
3.54,-0.00075
3.54,-0.000875
3.55,-0.0011250000000000001
3.55,-0.0011250000000000001
3.56,-0.002875
3.56,-0.002875
3.56,-0.00525
3.57,-0.00675
3.57,-0.00675
3.58,-0.007
3.58,-0.007
3.58,-0.00725
3.59,-0.00775
3.59,-0.00775
3.60,-0.008
3.60,-0.008
3.60,-0.007625
3.61,-0.00675
3.61,-0.00675
3.62,-0.007875
3.62,-0.008875000000000001
3.62,-0.008875000000000001
3.63,-0.009125
3.63,-0.009125
3.64,-0.009125
3.64,-0.008875000000000001
3.64,-0.00875
3.65,-0.008
3.65,-0.008
3.66,-0.006
3.66,-0.006
3.66,0.00525
3.67,-0.005875
3.67,-0.005875
3.68,-0.006125
3.68,-0.006125
3.68,-0.006125
3.69,-0.006125
3.69,-0.006125
3.70,-0.006500000000000001
3.70,-0.006125
3.70,-0.006125
3.71,-0.00525
3.71,-0.00525
3.72,-0.004625
3.72,-0.004625
3.72,-0.005
3.73,-0.0053750000000000004
3.73,-0.0053750000000000004
3.74,-0.0055
3.74,-0.0055
3.74,-0.0053750000000000004
3.75,-0.00525
3.75,-0.00525
3.76,-0.00525
3.76,-0.00525
3.76,-0.005125
3.77,-0.005
3.77,-0.005
3.78,-0.004875
3.78,-0.004875
3.78,-0.0045000000000000005
3.79,-0.003875
3.79,-0.003875
3.80,-0.004
3.80,-0.004
3.80,-0.004
3.81,-0.00425
3.81,-0.00425
3.82,-0.004125
3.82,-0.004125
3.82,-0.003625
3.83,-0.000875
3.83,-0.000875
3.84,-0.00075
3.84,-0.00075
3.84,-0.0005
3.85,-0.000625
3.85,-0.000625
3.86,-0.0005
3.86,-0.0005
3.86,-0.0005
3.87,-0.00075
3.87,-0.00075
3.88,-0.0005
3.88,-0.0005
3.88,-0.0005
3.89,-0.0005
3.89,-0.0005
3.90,-0.0005
3.90,-0.0005
3.90,-0.0005
3.91,-0.0005
3.91,-0.0005
3.92,-0.0005
3.92,-0.0005
3.92,-0.0005
3.93,-0.0005
3.93,-0.0005
3.94,-0.0005
3.94,-0.0005
3.94,-0.0005
3.95,-0.000625
3.95,-0.000625
3.96,-0.000625
3.96,-0.000625
3.96,-0.0005
3.97,-0.0005
3.97,-0.0005
3.98,-0.0005
3.98,-0.0005
3.98,-0.0005
3.99,-0.000375
3.99,-0.000375
4.00,-0.0005
4.00,-0.0005
4.00,-0.0005
4.01,-0.0005
4.01,-0.0005
4.02,-0.000375
4.02,-0.000375
4.02,-0.000375
4.03,-0.0005
4.03,-0.0005
4.04,-0.0005
4.04,-0.0005
4.04,-0.0005
4.05,-0.000375
4.05,-0.000375
4.06,-0.0005
4.06,-0.000625
4.06,-0.000625
4.07,-0.000625
4.07,-0.000625
4.08,-0.000375
4.08,-0.000625
4.08,-0.000625
4.09,-0.00025
4.09,-0.00025
4.10,-0.0005
4.10,-0.000375
4.10,-0.000375
4.11,-0.000625
4.11,-0.000625
4.12,-0.0005
4.12,-0.0005
4.12,-0.0005
4.13,-0.000375
4.13,-0.000375
4.14,-0.00025
4.14,-0.00025
4.14,-0.00025
4.15,0.000125
4.15,0.000125
4.16,0.002125
4.16,0.000125
4.16,0.000125
4.17,0.0015
4.17,0.0015
4.18,0.000375
4.18,-0.000375
4.18,-0.000375
4.19,-0.00025
4.19,-0.00025
4.20,-0.000375
4.20,-0.000125
4.20,-0.000125
4.21,0.000125
4.21,0.0005
4.22,0.0005
4.22,0.00125
4.22,0.00125
4.23,0.0015
4.23,0.0015
4.24,0.002
4.24,0.0022500000000000003
4.24,0.0022500000000000003
4.25,0.00275
4.25,0.002875
4.26,0.002875
4.26,0.00375
4.26,0.00375
4.27,0.0045000000000000005
4.27,0.005125
4.28,0.005125
4.28,0.0055
4.28,0.00625
4.29,0.00625
4.29,0.00675
4.30,0.00675
4.30,0.007
4.30,0.007125
4.31,0.007125
4.31,0.006875
4.32,0.006875
4.32,0.0075
4.32,0.007
4.33,0.007
4.33,0.00725
4.34,0.00725
4.34,0.0075
4.34,0.0135
4.35,0.0135
4.35,0.007875
4.36,0.0085
4.36,0.0085
4.36,0.009000000000000001
4.37,0.009375
4.37,0.009375
4.38,0.012
4.38,0.00975
4.38,0.00975
4.39,0.010125
4.39,0.009125
4.40,0.009125
4.40,0.009125
4.40,0.009125
4.41,0.00875
4.41,0.009625
4.42,0.010625
4.42,0.010625
4.42,-0.0005
4.43,-0.0005
4.43,-0.000375
4.44,-0.0005
4.44,-0.0005
4.44,-0.000375
4.45,-0.0005
4.45,-0.0005
4.46,-0.00025
4.46,-0.00025
4.46,-0.000625
4.47,-0.000375
4.47,-0.000375
4.48,-0.000625
4.48,-0.000375
4.48,-0.000375
4.49,-0.0005
4.49,-0.0005
4.50,-0.0005
4.50,-0.0005
4.50,-0.0005
4.51,-0.000625
4.51,-0.0005
4.52,-0.0005
4.52,-0.000625
4.52,-0.000375
4.53,-0.000375
4.53,-0.00075
4.54,-0.00075
4.54,-0.000375
4.54,-0.000625
4.55,-0.000625
4.55,-0.000375
4.56,-0.0005
4.56,-0.0005
4.56,-0.0005
4.57,-0.0005
4.57,-0.0005
4.58,-0.0005
4.58,-0.0005
4.58,-0.000375
4.59,-0.000625
4.59,-0.000625
4.60,-0.000375
4.60,-0.000625
4.60,-0.000625
4.61,-0.000375
4.61,-0.000375
4.62,-0.00075
4.62,-0.000375
4.62,-0.000375
4.63,-0.000625
4.63,-0.0005
4.64,-0.0005
4.64,-0.000375
4.64,-0.000625
4.65,-0.000625
4.65,-0.000375
4.66,-0.000375
4.66,-0.000625
4.66,-0.000375
4.67,-0.000375
4.67,-0.00075
4.68,-0.000375
4.68,-0.000375
4.68,-0.0005
4.69,-0.000375
4.69,-0.000375
4.70,-0.0005
4.70,-0.0005
4.70,-0.0005
4.71,-0.0005
4.71,-0.0005
4.72,-0.0005
4.72,-0.0005
4.72,-0.0005
4.73,-0.0005
4.73,-0.0005
4.74,-0.0005
4.74,-0.0005
4.74,-0.0005
4.75,-0.0005
4.75,-0.0005
4.76,-0.0005
4.76,-0.000625
4.76,-0.0005
4.77,-0.0005
4.77,-0.0005
4.78,-0.000625
4.78,-0.000625
4.78,-0.0005
4.79,-0.0005
4.79,-0.0005
4.80,-0.000625
4.80,-0.000625
4.80,-0.001
4.81,-0.001
4.81,-0.000875
4.82,-0.000875
4.82,-0.000875
4.82,-0.00125
4.83,-0.000875
4.83,-0.000875
4.84,-0.002125
4.84,-0.00075
4.84,-0.00075
4.85,-0.001
4.85,-0.001
4.86,-0.00125
4.86,-0.003125
4.86,-0.003125
4.87,-0.005625
4.87,-0.006875
4.88,-0.006875
4.88,-0.007125
4.88,-0.007125
4.89,-0.007125
4.89,-0.0073750000000000005
4.90,-0.0073750000000000005
4.90,-0.008
4.90,-0.00725
4.91,-0.00725
4.91,-0.006875
4.92,-0.008
4.92,-0.008
4.92,-0.008875000000000001
4.93,-0.008875000000000001
4.93,-0.009000000000000001
4.94,-0.009125
4.94,-0.009125
4.94,-0.008875000000000001
4.95,-0.008625
4.95,-0.008625
4.96,-0.00825
4.96,-0.003375
4.96,-0.003375
4.97,0.0015
4.97,0.0015
4.98,-0.006
4.98,-0.006125
4.98,-0.006125
4.99,-0.006125
4.99,-0.006125
5.00,-0.006125
5.00,-0.0063750000000000005
5.00,-0.0063750000000000005
5.01,-0.006125
5.01,-0.00525
5.02,-0.00525
5.02,0.008625
5.02,0.34450000000000003
5.03,0.34450000000000003
5.03,0.00725
5.04,-0.0055
5.04,-0.0055
5.04,-0.00525
5.05,-0.00525
5.05,-0.005125
5.06,-0.00525
5.06,-0.00525
5.06,-0.00525
5.07,-0.005125
5.07,-0.005125
5.08,-0.004875
5.08,-0.0045000000000000005
5.08,-0.0045000000000000005
5.09,-0.003875
5.09,-0.004
5.10,-0.004
5.10,-0.004125
5.10,-0.004125
5.11,-0.004125
5.11,-0.00425
5.12,-0.003625
5.12,-0.003625
5.12,-0.000875
5.13,-0.00075
5.13,-0.00075
5.14,-0.000625
5.14,-0.000625
5.14,-0.000625
5.15,-0.0005
5.15,-0.0005
5.16,-0.0005
5.16,-0.0005
5.16,-0.0005
5.17,-0.0005
5.17,-0.0005
5.18,-0.0005
5.18,-0.0005
5.18,-0.0005
5.19,-0.0005
5.19,-0.0005
5.20,-0.0005
5.20,-0.0005
5.20,-0.0005
5.21,-0.0005
5.21,-0.0005
5.22,-0.0005
5.22,-0.0005
5.22,-0.0005
5.23,-0.0005
5.23,-0.0005
5.24,-0.0005
5.24,-0.0005
5.24,-0.0005
5.25,-0.0005
5.25,-0.0005
5.26,-0.0005
5.26,-0.0005
5.26,-0.0005
5.27,-0.0005
5.27,-0.0005
5.28,-0.0005
5.28,-0.000375
5.28,-0.000375
5.29,-0.0005
5.29,-0.0005
5.30,-0.0005
5.30,-0.000375
5.30,-0.0005
5.31,-0.0005
5.31,-0.0005
5.32,-0.0005
5.32,-0.0005
5.32,-0.0005
5.33,-0.0005
5.33,-0.0005
5.34,-0.0005
5.34,-0.000375
5.34,-0.000375
5.35,-0.000375
5.35,-0.000375
5.36,-0.0005
5.36,-0.0005
5.36,-0.0005
5.37,-0.000375
5.37,-0.000625
5.38,-0.000625
5.38,-0.0005
5.38,-0.00075
5.39,-0.00075
5.39,-0.000375
5.40,-0.0005
5.40,-0.0005
5.40,-0.00025
5.41,-0.00025
5.41,-0.000375
5.42,-0.00025
5.42,-0.00025
5.42,-0.00025
5.43,0.0005
5.43,0.0005
5.44,0.002125
5.44,0.002125
5.44,-0.00025
5.45,0.002125
5.45,0.002125
5.46,-0.000375
5.46,-0.000125
5.46,-0.000125
5.47,-0.000375
5.47,-0.000375
5.48,-0.00025
5.48,-0.00025
5.48,-0.00025
5.49,0.000125
5.49,0.000625
5.50,0.000625
5.50,0.0011250000000000001
5.50,0.00175
5.51,0.00175
5.51,0.001875
5.52,0.001875
5.52,0.002625
5.52,0.002375
5.53,0.002375
5.53,0.0032500000000000003
5.54,0.003625
5.54,0.003625
5.54,0.004625
5.55,0.005125
5.55,0.005125
5.56,0.005625
5.56,0.005625
5.56,0.00625
5.57,0.089375
5.57,0.089375
